TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T07894,2023-10-11,Laptop,Electronics,East,Online,1,69814,69814,Cash,C01554
T07895,2023-02-14,Headphones,Electronics,South,Offline,9,66347,597123,UPI,C02843
T07896,2024-06-18,Keyboard,Electronics,North,Offline,6,59017,354102,Cash,C02418
T07897,2024-11-09,Headphones,Accessories,South,Offline,3,77395,232185,Credit Card,C01847
T07898,2024-02-15,Mouse,Accessories,East,Online,4,73265,293060,Net Banking,C02595
T07899,2024-07-11,Tablet,Electronics,West,Online,6,19689,118134,UPI,C02959
T07900,2023-08-29,Printer,Electronics,North,Online,6,33926,203556,Cash,C02444
T07901,2024-11-28,Laptop,Electronics,West,Online,9,30253,272277,Credit Card,C01618
T07902,2023-04-26,Mouse,Electronics,South,Online,7,44481,311367,Cash,C01954
T07903,2023-10-30,Printer,Electronics,East,Offline,9,37209,334881,UPI,C01648
T07904,2024-02-10,Monitor,Accessories,South,Online,9,31972,287748,Cash,C01231
T07905,2024-12-01,Headphones,Electronics,South,Offline,10,71481,714810,Net Banking,C01526
T07906,2023-05-17,Printer,Electronics,North,Online,2,35184,70368,Net Banking,C01868
T07907,2024-01-21,Laptop,Accessories,South,Online,9,37242,335178,Cash,C01262
T07908,2023-04-23,Headphones,Electronics,East,Online,8,33484,267872,Cash,C01872
T07909,2023-03-12,Mobile,Electronics,West,Online,9,59258,533322,UPI,C02972
T07910,2024-09-03,Mobile,Electronics,South,Offline,10,67051,670510,UPI,C00097
T07911,2023-06-16,Keyboard,Electronics,South,Online,4,7663,30652,UPI,C00062
T07912,2023-01-01,Mobile,Accessories,East,Online,6,42996,257976,Cash,C01322
T07913,2024-08-13,Mouse,Electronics,East,Online,4,78794,315176,Net Banking,C00933
T07914,2023-12-18,Tablet,Electronics,West,Offline,1,69377,69377,Cash,C00696
T07915,2023-12-18,Mobile,Accessories,South,Offline,3,8507,25521,Net Banking,C02562
T07916,2024-03-10,Monitor,Accessories,East,Online,3,21032,63096,Cash,C00310
T07917,2023-09-19,Tablet,Accessories,West,Offline,2,79664,159328,Cash,C02066
T07918,2024-11-27,Mouse,Accessories,North,Offline,10,20497,204970,Credit Card,C01159
T07919,2023-06-26,Printer,Accessories,West,Offline,2,24876,49752,UPI,C00289
T07920,2024-03-05,Mouse,Electronics,West,Online,5,9486,47430,Credit Card,C02270
T07921,2023-05-22,Mouse,Electronics,East,Offline,8,38547,308376,Cash,C00142
T07922,2023-08-24,Headphones,Accessories,East,Offline,4,51764,207056,Net Banking,C00279
T07923,2023-04-19,Mouse,Accessories,North,Offline,9,24158,217422,Net Banking,C00725
T07924,2023-09-09,Tablet,Electronics,North,Online,5,3630,18150,Credit Card,C00471
T07925,2023-06-17,Keyboard,Electronics,North,Offline,2,29164,58328,Net Banking,C00300
T07926,2023-12-10,Headphones,Electronics,East,Online,5,57745,288725,Net Banking,C00972
T07927,2023-11-11,Keyboard,Accessories,West,Online,4,74268,297072,UPI,C02292
T07928,2024-09-01,Headphones,Accessories,East,Offline,10,41021,410210,Cash,C02469
T07929,2023-10-29,Tablet,Accessories,North,Online,5,50376,251880,UPI,C00982
T07930,2024-04-13,Headphones,Electronics,South,Online,3,25221,75663,Cash,C02239
T07931,2024-06-18,Printer,Electronics,South,Offline,2,22216,44432,Net Banking,C01714
T07932,2023-05-29,Tablet,Accessories,West,Offline,9,44857,403713,Credit Card,C00336
T07933,2024-10-15,Headphones,Accessories,East,Online,6,24131,144786,Credit Card,C00664
T07934,2023-11-06,Monitor,Accessories,West,Offline,4,63697,254788,UPI,C00986
T07935,2023-04-04,Laptop,Accessories,East,Online,8,78243,625944,UPI,C01224
T07936,2023-01-20,Printer,Accessories,West,Offline,6,8614,51684,Net Banking,C01621
T07937,2024-05-18,Printer,Electronics,North,Online,2,59429,118858,Net Banking,C01116
T07938,2023-06-17,Laptop,Electronics,West,Online,9,79893,719037,Cash,C01219
T07939,2023-02-03,Printer,Accessories,East,Offline,8,2160,17280,UPI,C01542
T07940,2024-06-01,Keyboard,Accessories,East,Offline,8,35185,281480,UPI,C01378
T07941,2024-12-31,Monitor,Electronics,North,Online,4,59517,238068,Credit Card,C02132
T07942,2024-10-02,Keyboard,Electronics,East,Online,5,67406,337030,UPI,C01820
T07943,2023-10-17,Monitor,Accessories,South,Offline,3,3795,11385,Credit Card,C01889
T07944,2023-05-10,Mobile,Electronics,West,Online,4,71588,286352,Credit Card,C01139
T07945,2024-02-29,Keyboard,Accessories,East,Online,6,9689,58134,UPI,C01727
T07946,2024-02-08,Mouse,Accessories,North,Offline,7,75959,531713,Credit Card,C01314
T07947,2023-11-02,Monitor,Electronics,West,Offline,3,75550,226650,Cash,C00941
T07948,2024-08-05,Tablet,Accessories,West,Offline,4,10315,41260,Credit Card,C01856
T07949,2023-07-10,Laptop,Electronics,North,Online,9,60693,546237,Credit Card,C00808
T07950,2024-02-26,Printer,Electronics,South,Offline,9,48072,432648,UPI,C02845
T07951,2023-02-26,Mobile,Accessories,West,Offline,1,60808,60808,Cash,C01570
T07952,2024-10-19,Monitor,Electronics,East,Offline,1,57103,57103,Credit Card,C00216
T07953,2024-06-06,Mouse,Accessories,South,Online,5,79147,395735,Net Banking,C01255
T07954,2023-09-06,Mobile,Accessories,North,Offline,4,68755,275020,Net Banking,C01160
T07955,2023-03-07,Mobile,Electronics,West,Offline,8,47988,383904,Cash,C00868
T07956,2024-01-17,Mouse,Accessories,West,Online,3,64503,193509,Net Banking,C02711
T07957,2023-12-13,Tablet,Electronics,South,Offline,4,51944,207776,UPI,C02559
T07958,2023-12-21,Mobile,Electronics,North,Online,4,19820,79280,Cash,C01324
T07959,2023-06-18,Keyboard,Accessories,South,Offline,7,49419,345933,Cash,C01846
T07960,2024-07-12,Headphones,Electronics,West,Online,1,51898,51898,Cash,C02686
T07961,2023-03-23,Keyboard,Accessories,East,Online,9,67323,605907,Cash,C02004
T07962,2024-01-23,Headphones,Electronics,West,Online,6,56296,337776,Credit Card,C01991
T07963,2024-04-24,Laptop,Accessories,South,Online,3,31962,95886,UPI,C01459
T07964,2023-05-08,Mouse,Electronics,South,Offline,8,51423,411384,Net Banking,C02512
T07965,2023-04-17,Keyboard,Accessories,West,Online,8,29706,237648,Credit Card,C01642
T07966,2023-01-21,Headphones,Electronics,East,Online,1,29590,29590,UPI,C02299
T07967,2023-05-28,Mobile,Electronics,North,Offline,5,8276,41380,Cash,C01137
T07968,2023-11-21,Printer,Accessories,North,Online,7,9408,65856,Credit Card,C01886
T07969,2023-03-04,Keyboard,Accessories,North,Online,3,52372,157116,Cash,C01212
T07970,2024-12-26,Printer,Electronics,West,Online,6,35637,213822,Cash,C02116
T07971,2024-06-07,Monitor,Accessories,South,Offline,6,26890,161340,UPI,C01521
T07972,2024-09-03,Mobile,Accessories,East,Offline,8,25695,205560,Net Banking,C02182
T07973,2024-04-05,Laptop,Electronics,South,Online,6,18009,108054,UPI,C01075
T07974,2024-06-16,Monitor,Accessories,South,Offline,5,39014,195070,Credit Card,C00655
T07975,2023-02-22,Printer,Accessories,North,Online,1,14804,14804,Net Banking,C00375
T07976,2023-06-10,Laptop,Accessories,South,Offline,4,69546,278184,Cash,C00585
T07977,2023-01-06,Mobile,Accessories,South,Offline,10,56510,565100,UPI,C00812
T07978,2023-08-19,Mouse,Accessories,South,Offline,5,12987,64935,Credit Card,C01623
T07979,2024-09-08,Monitor,Electronics,South,Offline,4,31800,127200,Credit Card,C02723
T07980,2023-05-04,Keyboard,Accessories,East,Online,4,36254,145016,UPI,C01451
T07981,2024-02-06,Laptop,Electronics,East,Offline,8,59227,473816,Credit Card,C00550
T07982,2023-10-09,Monitor,Electronics,South,Offline,10,50353,503530,Credit Card,C02451
T07983,2024-12-29,Laptop,Accessories,North,Offline,4,74420,297680,Net Banking,C01582
T07984,2024-05-22,Tablet,Electronics,South,Online,6,54248,325488,UPI,C00908
T07985,2023-03-04,Mouse,Accessories,South,Offline,10,58855,588550,Cash,C02216
T07986,2024-09-02,Laptop,Electronics,North,Offline,9,71366,642294,Cash,C00035
T07987,2023-02-26,Mobile,Electronics,West,Offline,9,68712,618408,Cash,C01583
T07988,2024-07-22,Keyboard,Accessories,North,Offline,7,61746,432222,Net Banking,C00492
T07989,2024-04-02,Mobile,Electronics,West,Online,2,43061,86122,Credit Card,C01754
T07990,2024-07-20,Mobile,Electronics,East,Offline,9,78046,702414,Net Banking,C01700
T07991,2023-11-22,Mobile,Accessories,North,Online,8,33822,270576,Net Banking,C00234
T07992,2023-09-06,Headphones,Accessories,North,Online,1,25325,25325,Net Banking,C01523
T07993,2024-02-27,Tablet,Electronics,North,Online,4,4357,17428,UPI,C00059
T07994,2023-01-27,Headphones,Accessories,North,Online,1,63109,63109,Credit Card,C00139
T07995,2024-11-20,Mouse,Electronics,West,Offline,10,31689,316890,Cash,C01814
T07996,2023-06-22,Keyboard,Electronics,East,Offline,8,26010,208080,Cash,C00736
T07997,2023-02-08,Tablet,Accessories,North,Offline,5,78231,391155,Net Banking,C00959
T07998,2024-11-30,Mobile,Electronics,East,Offline,8,73700,589600,UPI,C00218
T07999,2023-05-18,Mobile,Accessories,South,Offline,7,60842,425894,Net Banking,C01056
T08000,2024-08-02,Headphones,Accessories,South,Offline,4,31650,126600,Cash,C00307
T08001,2023-02-02,Printer,Accessories,North,Online,7,62905,440335,UPI,C01233
T08002,2024-01-02,Tablet,Electronics,East,Offline,9,37862,340758,UPI,C00652
T08003,2024-10-20,Keyboard,Electronics,North,Offline,1,66076,66076,Net Banking,C02867
T08004,2024-08-31,Laptop,Accessories,East,Offline,3,9104,27312,Credit Card,C02717
T08005,2024-01-25,Monitor,Electronics,South,Online,5,4636,23180,Credit Card,C00172
T08006,2024-05-15,Laptop,Accessories,West,Online,6,67950,407700,Credit Card,C01213
T08007,2024-01-13,Mobile,Accessories,West,Offline,8,15082,120656,Credit Card,C02162
T08008,2024-05-03,Laptop,Electronics,South,Offline,9,13894,125046,Credit Card,C01211
T08009,2024-12-01,Mouse,Accessories,East,Offline,2,7121,14242,Credit Card,C02882
T08010,2024-10-14,Monitor,Electronics,West,Offline,5,25166,125830,Net Banking,C00330
T08011,2024-02-09,Headphones,Accessories,North,Online,4,19409,77636,Net Banking,C01818
T08012,2023-11-12,Mobile,Accessories,East,Offline,5,62740,313700,Credit Card,C01103
T08013,2024-04-09,Mouse,Accessories,West,Offline,8,4029,32232,Credit Card,C00627
T08014,2024-01-27,Headphones,Electronics,North,Offline,4,15483,61932,Credit Card,C01847
T08015,2024-08-05,Keyboard,Electronics,North,Online,2,59364,118728,Net Banking,C02750
T08016,2023-05-28,Laptop,Electronics,North,Offline,4,58100,232400,Net Banking,C01603
T08017,2024-04-21,Mouse,Electronics,North,Online,10,22461,224610,Credit Card,C01232
T08018,2023-07-16,Keyboard,Accessories,East,Online,5,54388,271940,UPI,C00367
T08019,2023-10-23,Mouse,Accessories,East,Online,9,61663,554967,Cash,C00177
T08020,2024-04-13,Tablet,Electronics,North,Online,2,20457,40914,Cash,C01067
T08021,2023-12-03,Printer,Accessories,West,Offline,8,68312,546496,Net Banking,C02337
T08022,2023-11-28,Monitor,Electronics,South,Online,2,54374,108748,Cash,C02563
T08023,2024-10-27,Monitor,Electronics,West,Offline,7,40131,280917,Net Banking,C01773
T08024,2023-06-27,Mobile,Accessories,West,Online,2,1976,3952,Net Banking,C01400
T08025,2024-06-18,Laptop,Electronics,West,Offline,10,41902,419020,Cash,C02002
T08026,2024-06-25,Mobile,Accessories,South,Offline,2,59917,119834,Credit Card,C02650
T08027,2023-12-24,Keyboard,Electronics,East,Offline,3,61855,185565,Net Banking,C02073
T08028,2023-03-07,Laptop,Electronics,South,Online,5,32547,162735,Net Banking,C02776
T08029,2023-05-22,Printer,Electronics,North,Online,8,69495,555960,Net Banking,C01792
T08030,2024-09-29,Laptop,Electronics,South,Online,7,64663,452641,Cash,C01488
T08031,2023-06-20,Headphones,Accessories,South,Online,7,40508,283556,Net Banking,C02879
T08032,2024-10-04,Headphones,Electronics,West,Offline,9,75196,676764,Cash,C01042
T08033,2024-03-26,Mobile,Accessories,North,Offline,3,12842,38526,Net Banking,C00293
T08034,2024-03-19,Mobile,Accessories,West,Offline,6,55105,330630,UPI,C01813
T08035,2024-09-12,Mobile,Accessories,North,Online,3,68041,204123,UPI,C00611
T08036,2023-02-02,Monitor,Electronics,East,Online,7,20398,142786,Net Banking,C02641
T08037,2023-11-04,Mouse,Electronics,West,Online,7,11090,77630,Cash,C02134
T08038,2024-07-28,Mobile,Accessories,West,Offline,8,2891,23128,Credit Card,C02469
T08039,2023-08-02,Headphones,Accessories,North,Offline,7,22393,156751,UPI,C00045
T08040,2024-05-08,Headphones,Electronics,North,Offline,4,2928,11712,Credit Card,C02206
T08041,2024-07-29,Keyboard,Electronics,East,Online,7,44547,311829,Net Banking,C02862
T08042,2023-12-18,Printer,Accessories,West,Online,7,42005,294035,UPI,C02300
T08043,2024-08-18,Headphones,Accessories,South,Offline,5,56860,284300,Credit Card,C01703
T08044,2023-04-14,Mobile,Accessories,East,Online,9,39239,353151,Cash,C01543
T08045,2023-05-03,Headphones,Accessories,East,Online,2,14269,28538,UPI,C00900
T08046,2023-03-15,Headphones,Electronics,West,Online,5,69614,348070,UPI,C01571
T08047,2023-06-23,Laptop,Accessories,West,Online,8,15192,121536,Credit Card,C02451
T08048,2024-05-21,Keyboard,Accessories,East,Online,5,74117,370585,Cash,C02110
T08049,2023-11-02,Printer,Electronics,South,Offline,4,14229,56916,Net Banking,C00277
T08050,2023-07-24,Headphones,Electronics,West,Online,7,47011,329077,Cash,C02924
T08051,2024-11-08,Printer,Accessories,South,Online,10,77980,779800,Cash,C00868
T08052,2023-06-06,Monitor,Electronics,South,Online,5,7762,38810,Credit Card,C00780
T08053,2024-06-29,Mouse,Accessories,East,Offline,10,73976,739760,Cash,C01118
T08054,2024-12-03,Keyboard,Accessories,North,Offline,5,37721,188605,Cash,C02640
T08055,2023-05-05,Mobile,Electronics,North,Offline,9,49378,444402,Credit Card,C01075
T08056,2024-09-19,Laptop,Accessories,West,Online,2,78510,157020,Cash,C01562
T08057,2023-08-11,Headphones,Accessories,East,Online,6,24162,144972,Cash,C00315
T08058,2024-05-08,Printer,Electronics,West,Offline,6,24108,144648,Credit Card,C02726
T08059,2024-07-15,Monitor,Accessories,South,Offline,1,49005,49005,Net Banking,C01439
T08060,2024-07-07,Laptop,Electronics,South,Online,2,39371,78742,Net Banking,C00614
T08061,2023-05-31,Mobile,Electronics,North,Offline,8,28131,225048,UPI,C01306
T08062,2023-08-03,Laptop,Electronics,South,Online,3,42385,127155,Credit Card,C00736
T08063,2023-08-03,Headphones,Accessories,West,Online,3,70375,211125,Cash,C00050
T08064,2024-08-25,Monitor,Electronics,North,Offline,4,54813,219252,Net Banking,C02371
T08065,2023-02-09,Keyboard,Accessories,East,Online,10,68607,686070,Cash,C01599
T08066,2023-05-27,Mobile,Accessories,West,Offline,4,72775,291100,UPI,C00606
T08067,2023-02-06,Keyboard,Accessories,South,Offline,1,44820,44820,Credit Card,C00380
T08068,2024-09-09,Headphones,Electronics,South,Offline,5,29163,145815,Credit Card,C01215
T08069,2024-10-02,Printer,Electronics,East,Online,9,800,7200,Net Banking,C00134
T08070,2023-02-01,Mouse,Accessories,North,Online,4,78769,315076,Net Banking,C01241
T08071,2023-04-01,Monitor,Electronics,South,Offline,8,18930,151440,UPI,C02249
T08072,2024-01-19,Mobile,Electronics,North,Offline,2,75313,150626,Cash,C00951
T08073,2023-08-16,Laptop,Electronics,South,Offline,3,52260,156780,Credit Card,C01006
T08074,2024-04-22,Printer,Electronics,West,Online,9,69675,627075,Credit Card,C02470
T08075,2024-06-23,Mobile,Electronics,South,Offline,6,63717,382302,Cash,C02460
T08076,2024-08-17,Mobile,Electronics,West,Online,2,76081,152162,Net Banking,C00528
T08077,2024-07-04,Tablet,Electronics,East,Offline,5,38056,190280,Cash,C02694
T08078,2024-08-08,Headphones,Accessories,East,Offline,4,3673,14692,Cash,C00266
T08079,2023-12-09,Mobile,Electronics,East,Offline,6,57351,344106,UPI,C02369
T08080,2024-11-24,Printer,Electronics,North,Online,8,56234,449872,Credit Card,C01406
T08081,2024-03-10,Keyboard,Accessories,South,Online,3,79931,239793,Cash,C02658
T08082,2024-03-28,Headphones,Accessories,North,Offline,7,956,6692,UPI,C01010
T08083,2023-05-19,Keyboard,Electronics,North,Online,9,63189,568701,Net Banking,C00615
T08084,2024-02-04,Keyboard,Accessories,North,Online,4,63335,253340,UPI,C02617
T08085,2023-10-30,Printer,Electronics,South,Offline,1,55666,55666,Net Banking,C01923
T08086,2023-06-18,Keyboard,Accessories,West,Online,9,68643,617787,UPI,C01488
T08087,2023-08-19,Headphones,Accessories,North,Online,5,53777,268885,Credit Card,C00702
T08088,2023-10-02,Tablet,Accessories,South,Offline,4,79992,319968,UPI,C01946
T08089,2023-10-29,Headphones,Accessories,West,Online,9,13985,125865,Credit Card,C01731
T08090,2024-10-03,Tablet,Accessories,North,Online,1,13883,13883,Cash,C02285
T08091,2023-03-09,Mobile,Electronics,West,Offline,5,70164,350820,UPI,C02937
T08092,2023-07-22,Tablet,Electronics,West,Online,2,61851,123702,Net Banking,C01065
T08093,2024-12-26,Headphones,Accessories,North,Online,3,23831,71493,Cash,C01834
T08094,2024-11-22,Headphones,Accessories,North,Online,1,16956,16956,UPI,C02588
T08095,2023-10-16,Mobile,Electronics,West,Online,9,37376,336384,Cash,C01965
T08096,2024-06-08,Printer,Electronics,North,Online,7,515,3605,UPI,C01098
T08097,2023-04-26,Mobile,Accessories,West,Offline,6,62397,374382,UPI,C01838
T08098,2023-10-31,Headphones,Accessories,West,Offline,9,34550,310950,Credit Card,C01518
T08099,2024-11-24,Headphones,Accessories,South,Online,5,9237,46185,Credit Card,C01171
T08100,2024-12-13,Headphones,Accessories,North,Offline,5,17693,88465,Credit Card,C01024
T08101,2023-08-19,Printer,Accessories,South,Online,10,39434,394340,Cash,C00187
T08102,2023-04-06,Keyboard,Electronics,West,Online,1,58417,58417,Cash,C01177
T08103,2023-02-17,Headphones,Electronics,East,Offline,8,19591,156728,Credit Card,C01285
T08104,2023-06-25,Mouse,Electronics,West,Online,10,4766,47660,Cash,C00757
T08105,2023-11-06,Headphones,Accessories,North,Offline,9,50818,457362,Credit Card,C02400
T08106,2023-11-30,Keyboard,Electronics,North,Online,6,63028,378168,Net Banking,C00848
T08107,2024-10-08,Mouse,Accessories,East,Offline,1,2284,2284,Net Banking,C00408
T08108,2024-11-26,Keyboard,Electronics,North,Online,8,79306,634448,UPI,C01021
T08109,2023-08-08,Headphones,Electronics,South,Online,8,67891,543128,Cash,C00638
T08110,2024-03-02,Laptop,Electronics,South,Offline,9,69871,628839,Net Banking,C01290
T08111,2024-08-07,Headphones,Electronics,West,Offline,8,37517,300136,Credit Card,C02410
T08112,2024-09-21,Monitor,Accessories,North,Offline,9,49338,444042,Net Banking,C01790
T08113,2023-12-25,Mobile,Electronics,West,Online,10,33917,339170,Net Banking,C01746
T08114,2024-12-12,Printer,Electronics,North,Online,3,42926,128778,Cash,C02815
T08115,2024-03-24,Monitor,Accessories,West,Offline,6,53128,318768,Credit Card,C01479
T08116,2023-04-26,Headphones,Electronics,East,Offline,8,21055,168440,Credit Card,C02648
T08117,2024-12-09,Mouse,Accessories,East,Offline,5,12203,61015,Net Banking,C01354
T08118,2024-09-04,Keyboard,Electronics,West,Online,6,14259,85554,UPI,C00694
T08119,2024-02-10,Keyboard,Electronics,North,Offline,7,8094,56658,Credit Card,C02025
T08120,2024-09-17,Laptop,Electronics,West,Offline,1,37767,37767,Cash,C02080
T08121,2023-09-08,Printer,Electronics,East,Online,3,10986,32958,Cash,C00250
T08122,2024-08-24,Mouse,Accessories,East,Offline,5,21109,105545,Credit Card,C00091
T08123,2023-03-08,Printer,Electronics,East,Offline,4,20543,82172,Cash,C01889
T08124,2023-01-08,Laptop,Electronics,East,Online,6,16256,97536,Net Banking,C01983
T08125,2023-05-23,Laptop,Electronics,East,Offline,2,43177,86354,Cash,C00852
T08126,2024-09-24,Keyboard,Accessories,East,Offline,1,10599,10599,Net Banking,C01666
T08127,2024-05-04,Mouse,Accessories,South,Offline,7,5118,35826,Credit Card,C01015
T08128,2023-04-12,Headphones,Accessories,North,Online,5,11917,59585,Cash,C02004
T08129,2023-06-20,Monitor,Accessories,North,Offline,2,68617,137234,UPI,C01407
T08130,2024-01-30,Printer,Accessories,West,Online,2,42025,84050,Cash,C02353
T08131,2023-05-04,Mobile,Accessories,North,Online,9,39757,357813,Net Banking,C00153
T08132,2023-07-20,Headphones,Electronics,East,Offline,7,69576,487032,Credit Card,C02753
T08133,2024-06-05,Laptop,Electronics,West,Offline,5,5227,26135,Credit Card,C00423
T08134,2024-03-08,Mouse,Electronics,East,Online,6,30909,185454,UPI,C00012
T08135,2023-12-11,Monitor,Accessories,North,Online,7,5177,36239,Net Banking,C01331
T08136,2024-11-18,Laptop,Accessories,South,Offline,9,68066,612594,UPI,C00640
T08137,2024-12-30,Monitor,Accessories,West,Offline,9,66565,599085,Cash,C01447
T08138,2023-09-19,Monitor,Electronics,South,Online,5,57150,285750,Net Banking,C00286
T08139,2023-10-10,Headphones,Electronics,South,Offline,6,41955,251730,Credit Card,C00137
T08140,2024-05-25,Tablet,Accessories,North,Offline,7,72429,507003,Net Banking,C01964
T08141,2024-03-23,Printer,Accessories,West,Offline,7,18321,128247,Cash,C02733
T08142,2023-03-11,Headphones,Accessories,North,Offline,2,55572,111144,Credit Card,C02007
T08143,2024-05-23,Headphones,Accessories,South,Online,5,32945,164725,Credit Card,C00332
T08144,2023-07-26,Mouse,Accessories,West,Online,6,64354,386124,Credit Card,C02804
T08145,2024-05-25,Monitor,Accessories,West,Online,1,25369,25369,UPI,C00466
T08146,2023-03-25,Keyboard,Accessories,South,Offline,1,17248,17248,Cash,C02305
T08147,2024-12-06,Monitor,Accessories,West,Online,5,65075,325375,Credit Card,C02710
T08148,2023-12-11,Printer,Electronics,North,Online,9,78511,706599,Credit Card,C00813
T08149,2024-03-27,Keyboard,Electronics,West,Online,4,23958,95832,Net Banking,C02741
T08150,2023-07-10,Mouse,Electronics,South,Offline,9,27985,251865,UPI,C02201
T08151,2023-09-25,Mouse,Accessories,East,Offline,4,47020,188080,UPI,C02746
T08152,2023-10-10,Mobile,Accessories,South,Offline,10,12879,128790,Net Banking,C01239
T08153,2024-06-05,Laptop,Electronics,East,Offline,9,40817,367353,Cash,C00745
T08154,2023-10-09,Mobile,Accessories,East,Offline,4,49150,196600,Credit Card,C00075
T08155,2024-05-02,Monitor,Accessories,North,Offline,7,31787,222509,Cash,C00222
T08156,2023-06-17,Laptop,Electronics,East,Offline,8,25511,204088,UPI,C01905
T08157,2024-03-19,Mouse,Electronics,South,Offline,6,71328,427968,Net Banking,C01083
T08158,2024-10-15,Mobile,Accessories,North,Online,1,63573,63573,UPI,C00266
T08159,2024-08-06,Tablet,Electronics,North,Offline,4,42397,169588,UPI,C00693
T08160,2024-04-08,Tablet,Accessories,West,Online,5,74601,373005,Net Banking,C00918
T08161,2023-10-20,Tablet,Electronics,West,Online,6,10065,60390,UPI,C00776
T08162,2024-04-23,Headphones,Accessories,West,Offline,3,25896,77688,Net Banking,C01666
T08163,2023-04-25,Laptop,Accessories,West,Offline,10,43214,432140,Net Banking,C02136
T08164,2023-07-03,Monitor,Accessories,South,Online,8,50616,404928,Net Banking,C01112
T08165,2024-12-29,Headphones,Accessories,East,Online,1,78418,78418,Cash,C00035
T08166,2023-09-02,Monitor,Electronics,South,Online,5,73789,368945,Credit Card,C00409
T08167,2023-12-13,Mouse,Accessories,West,Offline,4,50474,201896,Cash,C01238
T08168,2024-09-22,Keyboard,Electronics,North,Offline,6,56124,336744,UPI,C00206
T08169,2024-08-26,Headphones,Accessories,North,Online,8,36839,294712,Net Banking,C02525
T08170,2024-03-24,Monitor,Electronics,South,Online,4,76515,306060,UPI,C00738
T08171,2024-09-20,Printer,Electronics,South,Online,8,36275,290200,Cash,C02823
T08172,2023-04-28,Mobile,Accessories,South,Offline,6,9154,54924,Cash,C02240
T08173,2023-03-19,Printer,Accessories,South,Online,2,70819,141638,Net Banking,C00936
T08174,2024-08-27,Headphones,Accessories,West,Offline,7,26522,185654,Credit Card,C01728
T08175,2024-06-06,Mobile,Electronics,East,Online,5,40051,200255,Net Banking,C02313
T08176,2023-05-23,Mouse,Electronics,South,Offline,5,18096,90480,Net Banking,C01350
T08177,2023-04-12,Keyboard,Accessories,North,Offline,1,19832,19832,UPI,C00327
T08178,2023-10-30,Tablet,Accessories,West,Offline,8,54664,437312,Credit Card,C01410
T08179,2024-12-21,Mobile,Electronics,West,Offline,1,75939,75939,Net Banking,C02508
T08180,2024-03-18,Headphones,Accessories,West,Offline,6,11044,66264,Credit Card,C00641
T08181,2023-10-19,Laptop,Electronics,South,Offline,8,38193,305544,UPI,C01645
T08182,2023-10-31,Monitor,Accessories,North,Offline,1,31522,31522,UPI,C01228
T08183,2023-01-11,Printer,Electronics,West,Offline,2,19673,39346,UPI,C01662
T08184,2024-03-21,Monitor,Accessories,East,Online,3,70902,212706,Cash,C02291
T08185,2024-10-29,Laptop,Electronics,West,Online,9,40811,367299,Net Banking,C01521
T08186,2023-07-30,Monitor,Accessories,East,Online,1,49391,49391,Cash,C00809
T08187,2024-10-09,Monitor,Accessories,West,Offline,10,52170,521700,Credit Card,C00118
T08188,2023-08-14,Tablet,Electronics,North,Offline,10,75934,759340,Credit Card,C02760
T08189,2023-05-17,Printer,Electronics,South,Offline,10,5785,57850,Cash,C01304
T08190,2024-09-19,Monitor,Accessories,North,Online,3,27737,83211,Credit Card,C00184
T08191,2024-10-30,Printer,Accessories,West,Offline,4,9632,38528,Net Banking,C02156
T08192,2023-10-05,Keyboard,Accessories,South,Online,5,62529,312645,Net Banking,C01613
T08193,2023-08-15,Monitor,Electronics,East,Online,9,39522,355698,Credit Card,C00526
T08194,2023-10-14,Keyboard,Accessories,East,Offline,6,74996,449976,Net Banking,C00423
T08195,2024-04-21,Headphones,Electronics,East,Offline,8,50952,407616,Cash,C00022
T08196,2024-04-11,Mobile,Accessories,East,Offline,1,18797,18797,Credit Card,C02212
T08197,2023-08-08,Headphones,Accessories,North,Online,7,38955,272685,Net Banking,C02221
T08198,2024-07-02,Headphones,Accessories,East,Online,10,29257,292570,UPI,C00758
T08199,2023-06-16,Printer,Electronics,East,Offline,2,71119,142238,Credit Card,C00785
T08200,2024-09-30,Laptop,Electronics,West,Offline,1,28282,28282,Credit Card,C02813
T08201,2023-02-10,Headphones,Accessories,East,Offline,3,10000,30000,UPI,C01097
T08202,2024-05-09,Mobile,Accessories,North,Offline,2,75932,151864,Net Banking,C02389
T08203,2023-07-19,Headphones,Electronics,South,Offline,8,63860,510880,Credit Card,C02330
T08204,2024-08-01,Mouse,Electronics,South,Online,4,78821,315284,Credit Card,C02799
T08205,2024-04-21,Keyboard,Electronics,South,Online,2,26611,53222,Cash,C02899
T08206,2023-02-15,Headphones,Electronics,North,Offline,9,41792,376128,Credit Card,C02312
T08207,2024-08-14,Laptop,Accessories,West,Online,8,50871,406968,Credit Card,C01607
T08208,2023-03-19,Tablet,Accessories,North,Online,7,30824,215768,Credit Card,C00450
T08209,2023-07-29,Monitor,Accessories,South,Offline,1,61816,61816,Cash,C01147
T08210,2023-09-26,Mouse,Accessories,South,Offline,3,17166,51498,UPI,C01985
T08211,2023-04-20,Monitor,Accessories,East,Online,4,60369,241476,UPI,C00842
T08212,2024-03-29,Keyboard,Accessories,East,Offline,4,30956,123824,UPI,C01456
